Country Name,Country Code,Series Name,Series Code,series_type,2021 [YR2021],2022 [YR2022],2023 [YR2023]
United States,USA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Agriculture indicators,0.944732585,..,..
United States,USA,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Agriculture indicators,..,..,..
United States,USA,"Agriculture, forestry, and fishing, value added (constant 2015 US$)",NV.AGR.TOTL.KD,Agriculture indicators,..,..,..
United States,USA,"Agriculture, forestry, and fishing, value added (constant LCU)",NV.AGR.TOTL.KN,Agriculture indicators,..,..,..
United States,USA,"Agriculture, forestry, and fishing, value added (current LCU)",NV.AGR.TOTL.CN,Agriculture indicators,2.24E+11,..,..
United States,USA,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,Agriculture indicators,2.24E+11,..,..
United States,USA,"Agriculture, forestry, and fishing, value added per worker (constant 2015 US$)",NV.AGR.EMPL.KD,Agriculture indicators,..,..,..
United States,USA,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,Air transport,46004.64565,..,..
United States,USA,"Air transport, passengers carried",IS.AIR.PSGR,Air transport,666153000,..,..
United States,USA,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Air transport,8005775,..,..
United States,USA,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,Alternative and nuclear energy (% of total energy use),..,..,..
United States,USA,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,Annual freshwater withdrawals,39.65878143,..,..
United States,USA,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,Annual freshwater withdrawals,13.14231696,..,..
United States,USA,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,Annual freshwater withdrawals,47.19890162,..,..
United States,USA,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,Annual freshwater withdrawals,15.7699117,..,..
United States,USA,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Annual freshwater withdrawals,444.3961118,..,..
United States,USA,Aquaculture production (metric tons),ER.FSH.AQUA.MT,Annual freshwater withdrawals,461639.12,478823.94,..
United States,USA,Arable land (% of land area),AG.LND.ARBL.ZS,Arable land,16.69745851,16.57209156,..
United States,USA,Arable land (hectares per person),AG.LND.ARBL.HA.PC,Arable land,0.475040765,..,..
United States,USA,Arable land (hectares),AG.LND.ARBL.HA,Arable land,157736800,..,..
United States,USA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,Armed forces,846000000,748000000,693000000
United States,USA,Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,Armed forces,11074000000,15592000000,11287000000
United States,USA,"Armed forces personnel, total",MS.MIL.TOTL.P1,Armed forces,..,..,..
United States,USA,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,Armed forces,..,..,..
United States,USA,Battle-related deaths (number of people),VC.BTL.DETH,Armed forces,..,..,..
United States,USA,"Bird species, threatened",EN.BIR.THRD.NO,"Bird species, threatened",..,..,..
United States,USA,Broad money (% of GDP),FM.LBL.BMNY.GD.ZS,Broad money,114.9809344,103.8161168,99.12791711
United States,USA,Broad money (current LCU),FM.LBL.BMNY.CN,Broad money,2.72E+13,2.70E+13,2.75E+13
United States,USA,Broad money growth (annual %),FM.LBL.BMNY.ZG,Broad money,16.85668337,-0.84280258,1.776394992
United States,USA,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,Broad money,38.0210092,38.20783613,35.52887385
United States,USA,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,Broad money,4307886,4262836,..
United States,USA,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CO2.ZG.AR5,Carbon dioxide (CO2) emissions,-4.587387502,-3.956408455,-6.055027574
United States,USA,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,Carbon dioxide (CO2) emissions,4755.1838,4786.6306,4682.0394
United States,USA,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,Carbon dioxide (CO2) emissions,14.32073016,14.36255989,13.97978851
United States,USA,Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Carbon dioxide (CO2) emissions,6.3594,6.3487,6.3151
United States,USA,Carbon dioxide (CO2) emissions from Building (Energy) (Mt CO2e),EN.GHG.CO2.BU.MT.CE.AR5,Carbon dioxide (CO2) emissions,563.2469,591.1872,594.953
United States,USA,Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e),EN.GHG.CO2.FE.MT.CE.AR5,Carbon dioxide (CO2) emissions,290.2534,294.5233,299.4196
United States,USA,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,Carbon dioxide (CO2) emissions,445.7564,451.4372,444.5117
United States,USA,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),EN.GHG.CO2.IP.MT.CE.AR5,Carbon dioxide (CO2) emissions,158.6825,163.5135,162.9106
United States,USA,Carbon dioxide (CO2) emissions from Power Industry (Energy) (Mt CO2e),EN.GHG.CO2.PI.MT.CE.AR5,Carbon dioxide (CO2) emissions,1627.2035,1580.1893,1463.2807
United States,USA,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,Carbon dioxide (CO2) emissions,1663.6783,1699.428,1710.6454
United States,USA,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,Carbon dioxide (CO2) emissions,0.0034,0.0034,0.0034
United States,USA,Carbon dioxide (CO2) net fluxes from LULUCF - Deforestation (Mt CO2e),EN.GHG.CO2.LU.DF.MT.CE.AR5,Carbon dioxide (CO2) emissions,..,..,..
United States,USA,Carbon dioxide (CO2) net fluxes from LULUCF - Forest Land (Mt CO2e),EN.GHG.CO2.LU.FL.MT.CE.AR5,Carbon dioxide (CO2) emissions,..,..,..
United States,USA,Carbon dioxide (CO2) net fluxes from LULUCF - Organic Soil (Mt CO2e),EN.GHG.CO2.LU.OS.MT.CE.AR5,Carbon dioxide (CO2) emissions,..,..,..
United States,USA,Carbon dioxide (CO2) net fluxes from LULUCF - Other Land (Mt CO2e),EN.GHG.CO2.LU.OL.MT.CE.AR5,Carbon dioxide (CO2) emissions,..,..,..
United States,USA,Carbon dioxide (CO2) net fluxes from LULUCF - Total excluding non-tropical fires (Mt CO2e),EN.GHG.CO2.LU.MT.CE.AR5,Carbon dioxide (CO2) emissions,..,..,..
United States,USA,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,Carbon intensity of GDP,0.200800197,0.197174361,0.18745315
United States,USA,Carbon intensity of GDP (kg CO2e per constant 2015 US$ of GDP),EN.GHG.CO2.RT.GDP.KD,Carbon intensity of GDP,0.227326566,0.223221746,0.21221633
United States,USA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",..,..,..
United States,USA,Cereal production (metric tons),AG.PRD.CREL.MT,production,451637220.6,410940914.7,..
United States,USA,Cereal yield (kg per hectare),AG.YLD.CREL.KG,production,8252.2,8071.7,..
United States,USA,Chemicals (% of value added in manufacturing),NV.MNF.CHEM.ZS.UN,Chemicals (% of value added in manufacturing),6.672633718,..,..
United States,USA,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,Coal rents (% of GDP),0.165541838,..,..
United States,USA,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,Combustible renewables and waste (% of total energy),..,..,..
United States,USA,Coverage of social insurance programs in 2nd quintile (% of population),per_si_allsi.cov_q2_tot,Coverage of social insurance programs,..,..,..
United States,USA,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,Coverage of social insurance programs,..,..,..
United States,USA,Coverage of social insurance programs in 3rd quintile (% of population),per_si_allsi.cov_q3_tot,Coverage of social insurance programs,..,..,..
United States,USA,Coverage of social insurance programs in 4th quintile (% of population),per_si_allsi.cov_q4_tot,Coverage of social insurance programs,..,..,..
United States,USA,Coverage of social insurance programs in poorest quintile (% of population),per_si_allsi.cov_q1_tot,Coverage of social insurance programs,..,..,..
United States,USA,Coverage of social insurance programs in richest quintile (% of population),per_si_allsi.cov_q5_tot,Coverage of social insurance programs,..,..,..
United States,USA,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,production,101,92.96,..
United States,USA,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",..,..,..
United States,USA,"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.PO.FE.ZS,Educational attainment,49.846035,..,51.0278244
United States,USA,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,Educational attainment,95.25016785,96.48999786,97.84860992
United States,USA,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.LO.MA.ZS,Educational attainment,95.0670929,96.33000183,97.82904816
United States,USA,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.LO.FE.ZS,Educational attainment,95.42427826,96.65000153,97.86711884
United States,USA,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,Educational attainment,35.04922867,37.65999985,38.5680275
United States,USA,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,Educational attainment,33.92657089,36.24000168,37.41342545
United States,USA,"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",SE.PRM.CUAT.MA.ZS,Educational attainment,97.21868896,98.94999695,99.68959045
United States,USA,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,Educational attainment,97.28618622,99.02999878,99.65132904
United States,USA,"Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)",SE.TER.CUAT.ST.FE.ZS,Educational attainment,49.846035,50.24000168,51.0278244
United States,USA,"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",SE.PRM.CUAT.FE.ZS,Educational attainment,97.35038757,99.09999847,99.61513519
United States,USA,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.PO.ZS,Educational attainment,47.91442108,..,49.14236069
United States,USA,"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.PO.MA.ZS,Educational attainment,45.82859802,..,47.14898682
United States,USA,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.MS.ZS,Educational attainment,14.22381401,14.22000027,14.78660965
United States,USA,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,Educational attainment,2.118299961,2.140000105,2.195234776
United States,USA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Electricity production,..,..,..
United States,USA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Electricity production,..,..,..
United States,USA,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Electricity production,..,..,..
United States,USA,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,Electricity production,..,..,..
United States,USA,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Electricity production,..,..,..
United States,USA,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,Electricity production,..,..,..
United States,USA,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,Electricity production,..,..,..
United States,USA,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,Electricity production,..,..,..
United States,USA,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Electricity production,..,..,..
United States,USA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,Electricity production,..,..,..
United States,USA,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Employment,1.27420725,1.223211094,1.181558698
United States,USA,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,Employment,3.781347827,3.608850979,3.468430495
United States,USA,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Employment,1.662402861,1.620543798,1.569609917
United States,USA,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,Employment,0.993735663,0.992310789,0.986813617
United States,USA,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,Employment,2.21511457,2.141272049,2.059249682
United States,USA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Energy,..,..,..
United States,USA,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,Energy,..,..,..
United States,USA,Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Energy,4.24,4.17,..
United States,USA,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2021 PPP)",EG.USE.COMM.GD.PP.KD,Energy,..,..,..
United States,USA,External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,health expenditure per capita,0,..,..
United States,USA,"External health expenditure per capita, PPP (current international $)",SH.XPD.EHEX.PP.CD,health expenditure per capita,0,..,..
United States,USA,F-gases emissions from Industrial Processes (Mt CO2e),EN.GHG.FGAS.IP.MT.CE.AR5,F-gases emissions from Industrial Processes (Mt CO2e),205.0458,210.4533,216.0088
United States,USA,Firms experiencing losses due to theft and vandalism (% of firms),IC.FRM.THEV.ZS,Firms experiencing losses due to theft and vandalism (% of firms),..,..,..
United States,USA,Firms experiencing electrical outages (% of firms),IC.ELC.OUTG.ZS,Firms experiencing electrical outages (% of firms),..,..,..
United States,USA,"Fish species, threatened",EN.FSH.THRD.NO,"Fish species, threatened",..,..,..
United States,USA,Fixed broadband subscriptions,IT.NET.BBND,Fixed broadband subscriptions,126000000,128000000,131000000
United States,USA,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Fixed broadband subscriptions,37.0074,37.4914,38.0508
United States,USA,Forest area (sq. km),AG.LND.FRST.K2,Forest indicators,3097950,3097950,..
United States,USA,Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,Forest indicators,0.037712514,..,..
United States,USA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,Fossil fuel energy consumption (% of total),..,..,..
United States,USA,Forest area (% of land area),AG.LND.FRST.ZS,Forest indicators,33.86692641,33.86692641,..
United States,USA,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,Fuel indicator,15.92209481,21.41016561,18.67748725
United States,USA,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,Fuel indicator,7.628359259,9.565535676,8.412266163
United States,USA,Investment in energy with private participation (current US$),IE.PPI.ENGY.CD,Investment,..,..,..
United States,USA,Investment in water and sanitation with private participation (current US$),IE.PPI.WATR.CD,Investment,..,..,..
United States,USA,Land under cereal production (hectares),AG.LND.CREL.HA,production,54729333,50911502,..
United States,USA,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,28.16198427,..,..
United States,USA,Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,production,110.06,110.55,..
United States,USA,Losses due to theft and vandalism (% of annual sales for affected firms),IC.FRM.CRIM.ZS,Losses due to theft and vandalism (% of annual sales for affected firms),..,..,..
United States,USA,Methane (CH4) emissions from Agriculture (Mt CO2e),EN.GHG.CH4.AG.MT.CE.AR5,Methane (CH4) emissions,259.9509,255.6978,254.9747
United States,USA,Methane (CH4) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CH4.MT.CE.AR5,Methane (CH4) emissions,833.7107,846.1833,861.3611
United States,USA,Methane (CH4) emissions from Building (Energy) (Mt CO2e),EN.GHG.CH4.BU.MT.CE.AR5,Methane (CH4) emissions,8.4966,9.1158,9.1688
United States,USA,Methane (CH4) emissions from Fugitive Emissions (Energy) (Mt CO2e),EN.GHG.CH4.FE.MT.CE.AR5,Methane (CH4) emissions,411.8391,426.9178,442.0622
United States,USA,Methane (CH4) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CH4.IC.MT.CE.AR5,Methane (CH4) emissions,1.553,1.4976,1.4794
United States,USA,Methane (CH4) emissions from Industrial Processes (Mt CO2e),EN.GHG.CH4.IP.MT.CE.AR5,Methane (CH4) emissions,1.0854,1.1362,1.1408
United States,USA,Methane (CH4) emissions from Power Industry (Energy) (Mt CO2e),EN.GHG.CH4.PI.MT.CE.AR5,Methane (CH4) emissions,1.9071,1.8884,1.9154
United States,USA,Methane (CH4) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CH4.TR.MT.CE.AR5,Methane (CH4) emissions,3.5505,3.5976,3.6152
United States,USA,Methane (CH4) emissions from Waste (Mt CO2e),EN.GHG.CH4.WA.MT.CE.AR5,Methane (CH4) emissions,145.3282,146.3322,147.0045
United States,USA,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,Mineral rents (% of GDP),0.101999501,..,..
United States,USA,Nitrous oxide (N2O) emissions from Waste (Mt CO2e),EN.GHG.N2O.WA.MT.CE.AR5,Nitrous oxide (N2O) emissions,9.2595,9.3973,9.537
United States,USA,Nitrous oxide (N2O) emissions from Transport (Energy) (Mt CO2e),EN.GHG.N2O.TR.MT.CE.AR5,Nitrous oxide (N2O) emissions,20.9738,21.3674,21.6431
United States,USA,Nitrous oxide (N2O) emissions from Power Industry (Energy) (Mt CO2e),EN.GHG.N2O.PI.MT.CE.AR5,Nitrous oxide (N2O) emissions,7.599,6.9986,5.8421
United States,USA,Nitrous oxide (N2O) emissions from Industrial Processes (Mt CO2e),EN.GHG.N2O.IP.MT.CE.AR5,Nitrous oxide (N2O) emissions,33.9071,34.8685,34.7728
United States,USA,Nitrous oxide (N2O) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.N2O.IC.MT.CE.AR5,Nitrous oxide (N2O) emissions,2.0222,1.9514,1.9258
United States,USA,Nitrous oxide (N2O) emissions from Fugitive Emissions (Energy) (Mt CO2e),EN.GHG.N2O.FE.MT.CE.AR5,Nitrous oxide (N2O) emissions,0.2889,0.2812,0.2958
United States,USA,Nitrous oxide (N2O) emissions from Building (Energy) (Mt CO2e),EN.GHG.N2O.BU.MT.CE.AR5,Nitrous oxide (N2O) emissions,5.6725,5.8284,5.882
United States,USA,Nitrous oxide (N2O) emissions from Agriculture (Mt CO2e),EN.GHG.N2O.AG.MT.CE.AR5,Nitrous oxide (N2O) emissions,133.7699,132.1088,131.3947
United States,USA,Nitrous oxide (N2O) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.N2O.MT.CE.AR5,Nitrous oxide (N2O) emissions,213.493,212.8015,211.2933
United States,USA,Nitrous oxide (N2O) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.N2O.ZG.AR5,Nitrous oxide (N2O) emissions,-3.385160108,-3.698093842,-4.38061974
United States,USA,Total greenhouse gas emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.ALL.PC.CE.AR5,Total greenhouse gas emissions,18.06254835,18.14201729,17.79796745
United States,USA,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),EN.GHG.ALL.MT.CE.AR5,Total greenhouse gas emissions,5997.6507,6046.2157,5960.8044
United States,USA,Total greenhouse gas emissions including LULUCF (Mt CO2e),EN.GHG.ALL.LU.MT.CE.AR5,Total greenhouse gas emissions,..,..,..
United States,USA,Total greenhouse gas emissions excluding LULUCF (% change from 1990),EN.GHG.TOT.ZG.AR5,Total greenhouse gas emissions,-3.408503062,-2.626369143,-4.001908623
United States,USA,Total fisheries production (metric tons),ER.FSH.PROD.MT,production,4769525.12,4741659.94,..
Germany,DEU,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,Access to clean fuels and technologies for cooking,100,100,..
Germany,DEU,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,Access to clean fuels and technologies for cooking,100,100,..
Germany,DEU,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,Access to clean fuels and technologies for cooking,100,100,..
Germany,DEU,Access to electricity (% of population),EG.ELC.ACCS.ZS,Access to electricity,100,100,..
Germany,DEU,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,Access to electricity,100,100,..
Germany,DEU,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Access to electricity,100,100,..
Germany,DEU,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,Adjusted savings,0,..,..
Germany,DEU,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,Adjusted savings,0,..,..
Germany,DEU,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,Adjusted savings,0.029548563,..,..
Germany,DEU,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,Adjusted savings,0,..,..
Germany,DEU,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,Adjusted savings,0,..,..
Germany,DEU,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,Adjusted savings,1303395270,..,..
Germany,DEU,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,Adjusted savings,0.029548563,..,..
Germany,DEU,Adjusted savings: particulate emission damage (current US$),NY.ADJ.DPEM.CD,Adjusted savings,2697251294,..,..
Germany,DEU,Adjusted savings: particulate emission damage (% of GNI),NY.ADJ.DPEM.GN.ZS,Adjusted savings,0.061147912,..,..
Germany,DEU,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,Agriculture indicators,..,..,..
Germany,DEU,Agricultural land (% of land area),AG.LND.AGRI.ZS,Agriculture indicators,47.48561779,47.50114495,..
Germany,DEU,Agricultural land (sq. km),AG.LND.AGRI.K2,Agriculture indicators,165910,..,..
Germany,DEU,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,Agriculture indicators,1.274992141,1.158877042,1.00865102
Germany,DEU,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,Agriculture indicators,0.88240256,0.88709611,0.723593261
Germany,DEU,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Agriculture indicators,0.742181337,1.003958167,0.841992092
Germany,DEU,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Agriculture indicators,13.88000944,2.643117826,0.641628122
Germany,DEU,"Agriculture, forestry, and fishing, value added (constant 2015 US$)",NV.AGR.TOTL.KD,Agriculture indicators,28277464926,29024871642,29211103381
Germany,DEU,"Agriculture, forestry, and fishing, value added (constant LCU)",NV.AGR.TOTL.KN,Agriculture indicators,25486378000,26160013000,26327863000
Germany,DEU,"Agriculture, forestry, and fishing, value added (current LCU)",NV.AGR.TOTL.CN,Agriculture indicators,27286000000,39695000000,35242000000
Germany,DEU,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,Agriculture indicators,32272252101,41800765691,38106068969
Germany,DEU,"Agriculture, forestry, and fishing, value added per worker (constant 2015 US$)",NV.AGR.EMPL.KD,Agriculture indicators,54380.93844,54958.6171,57378.26094
Germany,DEU,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,Air transport,11533.04854,..,..
Germany,DEU,"Air transport, passengers carried",IS.AIR.PSGR,Air transport,33073180,..,..
Germany,DEU,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,Air transport,368400,..,..
Germany,DEU,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,Alternative and nuclear energy (% of total energy use),..,..,..
Germany,DEU,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,Annual freshwater withdrawals,4.166591548,..,..
Germany,DEU,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,Annual freshwater withdrawals,41.53374175,..,..
Germany,DEU,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,Annual freshwater withdrawals,54.2996667,..,..
Germany,DEU,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,Annual freshwater withdrawals,24.10520467,..,..
Germany,DEU,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,Annual freshwater withdrawals,25.792569,..,..
Germany,DEU,Aquaculture production (metric tons),ER.FSH.AQUA.MT,Annual freshwater withdrawals,32649,26545,..
